a,type,label,wiki
http://127.0.0.1:3333/RadenAjengIstingatin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Ajeng Istingatin,
http://127.0.0.1:3333/WarokRMAdipatiTjokronegoro,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Warok R.M. Adipati Tjokronegoro,
http://127.0.0.1:3333/AuliaTahkim,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Aulia Tahkim,
http://127.0.0.1:3333/relatives,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,relatives,
http://127.0.0.1:3333/KartikaWaode,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kartika Waode,
http://127.0.0.1:3333/MuhammadHusseinHasyim,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Muhammad Hussein Hasyim,
http://127.0.0.1:3333/LetdaInfMuhammadFakhriSTHan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Letda Inf. Muhammad Fakhri S.T.Han,
http://127.0.0.1:3333/NoraTristyana,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Nora Tristyana,
http://127.0.0.1:3333/AzmiPerkasaAlamAlhaj,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Azmi Perkasa Alam Alhaj,
http://127.0.0.1:3333/RichardKevin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Richard Kevin,
http://127.0.0.1:3333/MahmudAryaLamanjiji,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mahmud Arya Lamanjiji,
http://127.0.0.1:3333/BundaIffet,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Bunda Iffet,
http://127.0.0.1:3333/AnwarUsman,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Anwar Usman,
http://127.0.0.1:3333/InfanteriBelanda,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Infanteri Belanda,
http://127.0.0.1:3333/TeukuKeumanganUmar,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Teuku Keumangan Umar,
http://127.0.0.1:3333/TEDKelly,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,T.E.D. Kelly,
http://127.0.0.1:3333/PangRati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pang Rati,
http://127.0.0.1:3333/AbdulKarimMS,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Abdul Karim M.S,
http://127.0.0.1:3333/TeungkuHasanKruengKalee,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Teungku Hasan Krueng Kalee,
http://127.0.0.1:3333/TeukuDaudCumbok,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Teuku Daud Cumbok,
http://127.0.0.1:3333/TeungkuAhmadHasballah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Teungku Ahmad Hasballah,
http://127.0.0.1:3333/MichiakiKamada,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Michiaki Kamada,
http://127.0.0.1:3333/ThomasKinkaid,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Thomas Kinkaid,
http://127.0.0.1:3333/JBTKnig,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,J.B.T König,
http://127.0.0.1:3333/FMollinger,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,F. Mollinger,
http://127.0.0.1:3333/BabaMasao,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Baba Masao,
http://127.0.0.1:3333/AJFDoulton,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,AJF Doulton,
http://127.0.0.1:3333/Djampi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Djampi,
http://127.0.0.1:3333/PangIyo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pang Iyo,
http://127.0.0.1:3333/Nagatani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Nagatani,
http://127.0.0.1:3333/Mollinger,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mollinger,
http://127.0.0.1:3333/VanVreeden,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Van Vreeden,
http://127.0.0.1:3333/Otzuka,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Otzuka,
http://127.0.0.1:3333/RepublikIndonesia19491950,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Republik Indonesia (1949–1950),
http://127.0.0.1:3333/RepublikTiongkok19121949,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Republik Tiongkok (1912–1949),
http://127.0.0.1:3333/wikipediaPascaPerangDuniaKedua,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pasca Perang Dunia Kedua,
http://127.0.0.1:3333/wikipediaPendudukanJepangdiKalimantanBarat,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pendudukan Jepang di Kalimantan Barat,
http://127.0.0.1:3333/wikipediaPersengketaanNuginiBaratdanDekolonisasiOseania,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Persengketaan Nugini Barat dan Dekolonisasi Oseania,
http://127.0.0.1:3333/wikipediaPemberontakanDITII,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pemberontakan DI/TII,
http://127.0.0.1:3333/wikipediaPerangKemerdekaanIndonesia,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Perang Kemerdekaan Indonesia,
http://127.0.0.1:3333/wikipediaPerangPasifikdariPerangDuniaII,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Perang Pasifik dari Perang Dunia II,
http://127.0.0.1:3333/DesertirTentaraIndia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Desertir Tentara India,
http://127.0.0.1:3333/SukuDayakDesa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Suku Dayak Desa,
http://127.0.0.1:3333/BKR,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,BKR,
http://127.0.0.1:3333/PUSA,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,PUSA,
http://127.0.0.1:3333/Kaumuleebalang,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kaum uleebalang,
http://127.0.0.1:3333/TRI,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,TRI,
http://127.0.0.1:3333/BarisanUlama,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Barisan Ulama,
http://127.0.0.1:3333/RelawanTentaraKekaisaranJepang,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Relawan Tentara Kekaisaran Jepang,
http://127.0.0.1:3333/LaskarKalimantan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Laskar Kalimantan,
http://127.0.0.1:3333/TKR,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,TKR,
http://127.0.0.1:3333/MilitanIslam,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Militan Islam,
http://127.0.0.1:3333/Alun-alunBubat,http://www.opengis.net/ont/geosparql#Feature,Alun-alun Bubat,
"http://127.0.0.1:3333/PlazaSentralKlender,Jl.IGustiNgurahRaiNo.13,DurenSawit,JakartaTimur,DKIJakarta",http://www.opengis.net/ont/geosparql#Feature,"Plaza Sentral Klender, Jl. I Gusti Ngurah Rai No. 13, Duren Sawit, Jakarta Timur, DKI Jakarta",
http://127.0.0.1:3333/Migueldelava,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Miguel de Álava,
http://127.0.0.1:3333/CommanderNunolvaresBotelho,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Commander Nuno Álvares Botelho,
http://127.0.0.1:3333/HighCaptainAntnioTelesdeMeneses,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,High-Captain António Teles de Meneses,
http://127.0.0.1:3333/LaksamanaDonFadriquedeToledoOsrio,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Laksamana Don Fadrique de Toledo Osório,
http://127.0.0.1:3333/douardAdolpheCasimirJosephMortier,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Édouard Adolphe Casimir Joseph Mortier,
http://127.0.0.1:3333/JeanBaptisteBessires,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Jean-Baptiste Bessières,
http://127.0.0.1:3333/GebhardvonBlcher,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Gebhard von Blücher,
http://127.0.0.1:3333/JohanKhler,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Johan Köhler,
http://127.0.0.1:3333/PangeranEugne,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pangeran Eugène,
http://127.0.0.1:3333/AugusteFrdricLouisViessedeMarmont,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Auguste Frédéric Louis Viesse de Marmont,
http://127.0.0.1:3333/AndrMassna,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,André Masséna,
http://127.0.0.1:3333/Wrttemberg,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Württemberg,
