a,type,label,wiki
http://127.0.0.1:3333/NaniNurrachman,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Nani Nurrachman,
http://127.0.0.1:3333/Riswulan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Riswulan,
http://127.0.0.1:3333/AryoSeto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Aryo Seto,
http://127.0.0.1:3333/DiahSakinah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Diah Sakinah,
http://127.0.0.1:3333/EdwinSunawarSukowati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Edwin Sunawar Sukowati,
http://127.0.0.1:3333/TegarArsonoYudho,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tegar Arsono Yudho,
http://127.0.0.1:3333/HeriyantoTahir,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Heriyanto Tahir,
http://127.0.0.1:3333/SitiIslamiyah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Siti Islamiyah,
http://127.0.0.1:3333/FahmiSaifuddin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Fahmi Saifuddin,
http://127.0.0.1:3333/RomySophiaan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Romy Sophiaan,
http://127.0.0.1:3333/IraHasydaHarahap,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ira Hasyda Harahap,
http://127.0.0.1:3333/IrHarjonoSigitBachroensalam,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ir. Harjono Sigit Bachroensalam,
http://127.0.0.1:3333/TriSusantiIndrayani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tri Susanti Indrayani,
http://127.0.0.1:3333/SoekarnoTaufanSoekarnoputra,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Soekarno Taufan Soekarnoputra,
http://127.0.0.1:3333/TjutRifiana,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tjut Rifiana,
http://127.0.0.1:3333/QuesadhipVasconcelos,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Quesadhip Vasconcelos,
http://127.0.0.1:3333/LaksamanaMudaTNIPurnAdiPrabawa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Laksamana Muda TNI (Purn.) Adi Prabawa,
http://127.0.0.1:3333/PaulinaPandjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Paulina Pandjaitan,
http://127.0.0.1:3333/GiaPutriWirjawan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Gia Putri Wirjawan,
http://127.0.0.1:3333/HudiSuharnokoHarbani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Hudi Suharnoko Harbani,
http://127.0.0.1:3333/JosLobato,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,José Lobato,
http://127.0.0.1:3333/AriyatiSihwarini,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ariyati Sihwarini,
http://127.0.0.1:3333/IsnaMarifa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Isna Marifa,
http://127.0.0.1:3333/FajriFitrahHutomo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Fajri Fitrah Hutomo,
http://127.0.0.1:3333/DewiSuryo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dewi Suryo,
http://127.0.0.1:3333/MichaelWowor,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Michael Wowor,
http://127.0.0.1:3333/MasaArestina,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Masa Arestina,
http://127.0.0.1:3333/HannaKhadafi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Hanna Khadafi,
http://127.0.0.1:3333/HenrieAugustLiddellKumaat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Henrie August Liddell Kumaat,
http://127.0.0.1:3333/MelindaAksa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Melinda Aksa,
http://127.0.0.1:3333/AndiJavaSinjaya,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Andi Java Sinjaya,
http://127.0.0.1:3333/AdeIdris,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ade Idris,
http://127.0.0.1:3333/StefaniWowor,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Stefani Wowor,
http://127.0.0.1:3333/FerryIdris,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ferry Idris,
http://127.0.0.1:3333/SoejonoDjojohadikoesoemo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Soejono Djojohadikoesoemo,
http://127.0.0.1:3333/AtiraAksa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Atira Aksa,
http://127.0.0.1:3333/BayuSoekarnoputra,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Bayu Soekarnoputra,
http://127.0.0.1:3333/DeniAkendraAlex,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Deni Akendra Alex,
http://127.0.0.1:3333/RoxanneSitiAminahKurniatiWiranatakusumah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Roxanne Siti Aminah Kurniati Wiranatakusumah,
http://127.0.0.1:3333/Sudiono,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sudiono,
http://127.0.0.1:3333/CahyonoIndrakusuma,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Cahyono Indrakusuma,
http://127.0.0.1:3333/FikarRizki,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Fikar Rizki,
http://127.0.0.1:3333/ArimbiPutriRininta,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Arimbi Putri Rininta,
http://127.0.0.1:3333/ChaerulPermataCita,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Chaerul Permata Cita,
http://127.0.0.1:3333/BambangPermadiAmirMachmud,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Bambang Permadi Amir Machmud,
http://127.0.0.1:3333/IrianaTrimurthy,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Iriana Trimurthy,
http://127.0.0.1:3333/RelindaPriharum,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Relinda Priharum,
http://127.0.0.1:3333/ArmyDianti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Army Dianti,
http://127.0.0.1:3333/DianIslamiati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dian Islamiati,
http://127.0.0.1:3333/IrviandraFathanGusman,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Irviandra Fathan Gusman,
http://127.0.0.1:3333/IreneRatnawatiRusli,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Irene Ratnawati Rusli,
http://127.0.0.1:3333/drhKaniaRifaIradatya,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,drh. Kania Rifa Iradatya,
http://127.0.0.1:3333/KuntoAriefWibowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kunto Arief Wibowo,
http://127.0.0.1:3333/RiriBudiasriPandjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Riri Budiasri Pandjaitan,
http://127.0.0.1:3333/TuthyKamaratiPandjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tuthy Kamarati Pandjaitan,
http://127.0.0.1:3333/YuliaSaprita,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Yulia Saprita,
http://127.0.0.1:3333/AwaniduhitaPriyanti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Awaniduhita Priyanti,
http://127.0.0.1:3333/SalatielHornay,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Salatiel Hornay,
http://127.0.0.1:3333/Ryamuazzamsyah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ryamuazzamsyah,
http://127.0.0.1:3333/BambangPurwanto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Bambang Purwanto,
http://127.0.0.1:3333/OwenCaprioSitompul,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Owen Caprio Sitompul,
http://127.0.0.1:3333/AnggiaFabelita,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Anggia Fabelita,
http://127.0.0.1:3333/AndiAzliaSinjaya,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Andi Azlia Sinjaya,
http://127.0.0.1:3333/JohanBaktiPorseaSiraitMiraSirait,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Johan Bakti Porsea Sirait Mira Sirait,
http://127.0.0.1:3333/MandiraIsman,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mandira Isman,
http://127.0.0.1:3333/DaffiMuhammadHidayat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Daffi Muhammad Hidayat,
http://127.0.0.1:3333/AswinKartiko,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Aswin Kartiko,
http://127.0.0.1:3333/SriSulistiowati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sri Sulistiowati,
http://127.0.0.1:3333/JulioTimotiusMantiri,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Julio Timotius Mantiri,
http://127.0.0.1:3333/HarrySantoso,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Harry Santoso,
http://127.0.0.1:3333/PrasetyoSutowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Prasetyo Sutowo,
http://127.0.0.1:3333/SyalifHilmiPutrawan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Syalif Hilmi Putrawan,
http://127.0.0.1:3333/GibranPutraWirjawan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Gibran Putra Wirjawan,
http://127.0.0.1:3333/KolonelInfAndiGunawan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kolonel Inf. Andi Gunawan,
http://127.0.0.1:3333/MayaSuharnokoHarbani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Maya Suharnoko Harbani,
http://127.0.0.1:3333/DwieRiawennySNasution,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dwie Riawenny S. Nasution,
http://127.0.0.1:3333/ShindiSutowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Shindi Sutowo,
http://127.0.0.1:3333/IGustiNgurahGedeYudana,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,I Gusti Ngurah Gede Yudana,
http://127.0.0.1:3333/HardiniSurjaningsih,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Hardini Surjaningsih,
http://127.0.0.1:3333/AmaliaSianti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Amalia Sianti,
http://127.0.0.1:3333/AttilaNuhAchmadNasranWiranatakusumah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Attila Nuh Achmad Nasran Wiranatakusumah,
http://127.0.0.1:3333/AdityawarmanSuryadarma,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Adityawarman Suryadarma,
http://127.0.0.1:3333/PurwantoIndrawan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Purwanto Indrawan,
http://127.0.0.1:3333/ImanFalucki,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Iman Falucki,
http://127.0.0.1:3333/TjutRifiandra,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tjut Rifiandra,
http://127.0.0.1:3333/NayakaUntaraNurulInsaniHidayati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Nayaka Untara Nurul Insani Hidayati,
http://127.0.0.1:3333/GayantiHutami,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Gayanti Hutami,
http://127.0.0.1:3333/EddySarosa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Eddy Sarosa,
http://127.0.0.1:3333/SadikinAksa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sadikin Aksa,
http://127.0.0.1:3333/IGustiNgurahTantra,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,I Gusti Ngurah Tantra,
http://127.0.0.1:3333/JasonHornay,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Jason Hornay,
http://127.0.0.1:3333/BelindaPriharum,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Belinda Priharum,
http://127.0.0.1:3333/IrItaSetiaWati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ir. Ita Setia Wati,
http://127.0.0.1:3333/WedhiaPurwaningsih,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Wedhia Purwaningsih,
http://127.0.0.1:3333/ZenildaGusmo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Zenilda Gusmão,
http://127.0.0.1:3333/IrIngSalomoPandjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ir (Ing) Salomo Pandjaitan,
http://127.0.0.1:3333/Rijalulhaq,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Rijalulhaq,
http://127.0.0.1:3333/IreneRiaMoerdani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Irene Ria Moerdani,
http://127.0.0.1:3333/MastutiRahayu,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mastuti Rahayu,
http://127.0.0.1:3333/AhmadNovianNasution,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ahmad Novian Nasution,
http://127.0.0.1:3333/IrIwanDarmawan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ir. Iwan Darmawan,
http://127.0.0.1:3333/IrviandariAlestyaGusman,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Irviandari Alestya Gusman,
http://127.0.0.1:3333/IqbalRamadhan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Iqbal Ramadhan,
http://127.0.0.1:3333/MohammadRizkiPratama,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mohammad Rizki Pratama,
http://127.0.0.1:3333/PaulusPandjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Paulus Pandjaitan ,
http://127.0.0.1:3333/AmeliaFarinaSalim,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Amelia Farina Salim,
http://127.0.0.1:3333/IrvianjaniAudriaGusman,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Irvianjani Audria Gusman,
http://127.0.0.1:3333/ALukitoWanandi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,A Lukito Wanandi,
http://127.0.0.1:3333/AndriSuharnokoHarbani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Andri Suharnoko Harbani,
http://127.0.0.1:3333/BrigjenTNIPurnImanBudiman,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Brigjen TNI (Purn.) Iman Budiman,
http://127.0.0.1:3333/BarotoArioIsman,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Baroto Ario Isman,
http://127.0.0.1:3333/Nursandrya,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Nursandrya,
http://127.0.0.1:3333/InayaSutowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Inaya Sutowo,
http://127.0.0.1:3333/SubhanAksa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Subhan Aksa,
http://127.0.0.1:3333/DianAnggieariestaNasution,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dian Anggieariesta Nasution,
http://127.0.0.1:3333/CatherinePandjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Catherine Pandjaitan,
http://127.0.0.1:3333/BiantiningsihMiderawatiDjiwandono,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Biantiningsih Miderawati Djiwandono,
http://127.0.0.1:3333/MuhammadKhadafi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Muhammad Khadafi,
http://127.0.0.1:3333/HenryDianPanjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Henry Dian Panjaitan,
http://127.0.0.1:3333/SuriAdlina,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Suri Adlina,
http://127.0.0.1:3333/DewiYustisiana,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dewi Yustisiana,
http://127.0.0.1:3333/YasserTanjung,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Yasser Tanjung,
http://127.0.0.1:3333/TriHarwanto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tri Harwanto,
http://127.0.0.1:3333/AhmadBaihaqiRais,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ahmad Baihaqi Rais,
http://127.0.0.1:3333/DewiDamayanti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dewi Damayanti,
http://127.0.0.1:3333/EmmanuelLestartoWanandi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Emmanuel Lestarto Wanandi,
http://127.0.0.1:3333/YassinYanuar,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Yassin Yanuar,
http://127.0.0.1:3333/UntungMufreni,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Untung Mufreni,
http://127.0.0.1:3333/Kartika,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kartika,
http://127.0.0.1:3333/IdaBagusPutraDiksotamaMantra,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ida Bagus Putra Diksotama Mantra,
http://127.0.0.1:3333/IdaBagusOkaUdayana,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ida Bagus Oka Udayana,
http://127.0.0.1:3333/AndreeHalim,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Andree Halim,
http://127.0.0.1:3333/TasniemFauziaRais,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tasniem Fauzia Rais,
http://127.0.0.1:3333/GaluhWandita,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Galuh Wandita,
http://127.0.0.1:3333/DiandaCarriskaWibowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dianda Carriska Wibowo,
http://127.0.0.1:3333/TamarisaVasconcelos,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tamarisa Vasconcelos,
http://127.0.0.1:3333/HeraminaSutowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Heramina Sutowo,
http://127.0.0.1:3333/RaisuliAbinArsyad,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raisuli Abin Arsyad,
http://127.0.0.1:3333/ChitraSubiyakto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Chitra Subiyakto,
http://127.0.0.1:3333/AdwinaArsyita,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Adwina Arsyita,
http://127.0.0.1:3333/AliciaCloutilde,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Alicia Cloutilde,
http://127.0.0.1:3333/IdaBagusGedeWiraWibawaMantra,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ida Bagus Gede Wira Wibawa Mantra,
http://127.0.0.1:3333/WrahastiCendrawasih,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Wrahasti Cendrawasih,
http://127.0.0.1:3333/AlexandreGusmo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Alexandre Gusmão,
http://127.0.0.1:3333/BudhiSoejono,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Budhi Soejono,
http://127.0.0.1:3333/LetitiaHornay,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Letitia Hornay,
http://127.0.0.1:3333/AnikUmiHeriyani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Anik Umi Heriyani,
http://127.0.0.1:3333/Herwindo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Herwindo,
http://127.0.0.1:3333/Santi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Santi,
http://127.0.0.1:3333/IlhamThareq,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ilham Thareq,
http://127.0.0.1:3333/TaufanSoekarnoputra,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Taufan Soekarnoputra,
http://127.0.0.1:3333/HendriantiSaharah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Hendrianti Saharah,
http://127.0.0.1:3333/MohammadPranandaPrabowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mohammad Prananda Prabowo,
http://127.0.0.1:3333/AhmadSuyud,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ahmad Suyud,
http://127.0.0.1:3333/AnitaHayatunnufus,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Anita Hayatunnufus,
http://127.0.0.1:3333/DewiDamayani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dewi Damayani,
http://127.0.0.1:3333/RyaIrawan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Rya Irawan,
http://127.0.0.1:3333/KerriPandjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kerri Pandjaitan,
http://127.0.0.1:3333/PaulusWitarsaWanandi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Paulus Witarsa Wanandi,
http://127.0.0.1:3333/SaryantoSarbini,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Saryanto Sarbini,
http://127.0.0.1:3333/RullyHidayat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Rully Hidayat,
http://127.0.0.1:3333/AlbertSalim,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Albert Salim,
http://127.0.0.1:3333/WijiasihCahyasasi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Wijiasih Cahyasasi,
http://127.0.0.1:3333/HaryoPutraNugrohoWibowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Haryo Putra Nugroho Wibowo ,
http://127.0.0.1:3333/MayaWiranto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Maya Wiranto,
http://127.0.0.1:3333/AniOrandaPanjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ani Oranda Panjaitan,
http://127.0.0.1:3333/NugraSutowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Nugra Sutowo,
http://127.0.0.1:3333/BarunoSapto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Baruno Sapto,
http://127.0.0.1:3333/KayOlokGusmo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kay Olok Gusmão,
http://127.0.0.1:3333/DaffaMuhammadHidayat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Daffa Muhammad Hidayat,
http://127.0.0.1:3333/SaifalArabKhadafi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Saif al-Arab Khadafi,
http://127.0.0.1:3333/RadirgaPratomo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Radirga Pratomo,
http://127.0.0.1:3333/DiviaFaradiba,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Divia Faradiba,
http://127.0.0.1:3333/MeutiaHattaGemalaHattaHalidaHatta,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Meutia HattaGemala HattaHalida Hatta,
http://127.0.0.1:3333/NurleikaSutowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Nurleika Sutowo,
http://127.0.0.1:3333/LetdaInfEzharSafaSyailendra,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Letda Inf. Ezhar Safa Syailendra,
http://127.0.0.1:3333/DadangSuryadi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dadang Suryadi,
http://127.0.0.1:3333/DjokoSanyoto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Djoko Sanyoto,
http://127.0.0.1:3333/LolaVasconcelos,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Lola Vasconcelos,
http://127.0.0.1:3333/DharmaMangkuluhur,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dharma Mangkuluhur,
http://127.0.0.1:3333/JerryAdithyaKsatriaSambuaga,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Jerry Adithya Ksatria Sambuaga,
http://127.0.0.1:3333/KhamisKhadafi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Khamis Khadafi,
http://127.0.0.1:3333/MAverus,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,M. Averus,
http://127.0.0.1:3333/EnnyLukitaningDiah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Enny Lukitaning Diah,
http://127.0.0.1:3333/GakesGuterres,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Gakes Guterres,
http://127.0.0.1:3333/DanielGusmo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Daniel Gusmão,
http://127.0.0.1:3333/TeukuRefialdi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Teuku Refialdi,
http://127.0.0.1:3333/DwiPrihantiIndriani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dwi Prihanti Indriani,
http://127.0.0.1:3333/RezaAlfisyahrArsyad,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Reza Alfisyahr Arsyad,
http://127.0.0.1:3333/FerryAsmasoebrata,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ferry Asmasoebrata,
http://127.0.0.1:3333/RasunaAyuAnanda,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Rasuna Ayu Ananda,
http://127.0.0.1:3333/HubaibShidiqi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Hubaib Shidiqi,
http://127.0.0.1:3333/ZainalNurRizky,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Zainal Nur Rizky,
http://127.0.0.1:3333/AndryRizaSuryo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Andry Riza Suryo,
http://127.0.0.1:3333/LuryElzaAlex,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Lury Elza Alex,
http://127.0.0.1:3333/SaifalIslamKhadafi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Saif al-Islam Khadafi,
http://127.0.0.1:3333/SitiFatimahRatnasangkaraWiranatakusumah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Siti Fatimah Ratnasangkara Wiranatakusumah,
http://127.0.0.1:3333/SaladinaFadli,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Saladina Fadli,
http://127.0.0.1:3333/MarjaniEkowatiLemaistre,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Marjani Ekowati Lemaistre,
http://127.0.0.1:3333/HanantoSeno,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Hananto Seno,
http://127.0.0.1:3333/EugenioGusmo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Eugenio Gusmão,
http://127.0.0.1:3333/SriSaraswati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sri Saraswati,
http://127.0.0.1:3333/WahyuSanjaya,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Wahyu Sanjaya,
http://127.0.0.1:3333/AstridSalim,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Astrid Salim,
http://127.0.0.1:3333/ErikHidayat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Erik Hidayat ,
http://127.0.0.1:3333/DanvySekartajiIndriHaryanti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Danvy Sekartaji Indri Haryanti ,
http://127.0.0.1:3333/IlhamAkbar,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ilham Akbar,
http://127.0.0.1:3333/HeryatiZuraida,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Heryati Zuraida,
http://127.0.0.1:3333/GeloraSuryaDharma,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Gelora Surya Dharma,
http://127.0.0.1:3333/Ruzaina,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ruzaina,
